"LoanID,StringID,Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360"
"512,id_512,Product B,Male,Location 73,Region 4,16600,3/16/2015,2000,40,365,2861,4361,16600,Finished Payment"
"513,id_513,Product C,Female,Location 365,Region 5,15600,4/27/2012,1000,40,365,2740,3610,15600,"
"514,id_514,Product B,Female,Location 11,Region 3,16600,11/19/2014,2000,40,365,3201,4141,16600,Finished Payment"
"515,id_515,Product A,Female,Location 44,Region 1,22250,5/12/2016,4000,50,365,7400,7900,22250,Finished Payment"
"516,id_516,Product A,Male,Location 94,Region 6,22250,12/14/2015,4000,50,365,5700,7400,22250,Finished Payment"
"517,id_517,Product B,Male,Location 73,Region 4,16600,4/15/2015,2000,40,365,3401,4081,16600,Finished Payment"
"518,id_518,Product B,Male,Location 149,Region 1,16600,5/26/2014,2000,40,365,5201,5201,16600,Finished Payment"
"519,id_519,Product D,Male,Location 153,Region 6,20250,10/22/2013,2000,50,365,3751,5251,20250,Finished Payment"
"520,id_520,Product B,Male,Location 454,Region 2,16600,2/24/2014,2000,40,365,7555,8072,16600,Finished Payment"
"521,id_521,Product C,Male,Location 282,Region 3,,3/2/2013,1000,40,365,2200,4600,15600,Finished Payment"
"522,id_522,Product B,Male,Location 25,Region 3,16600,1/28/2015,2000,40,365,3101,4351,16600,Finished Payment"
"523,id_523,Product C,NotSpecified,Location 323,Region 7,15600,11/27/2011,1000,40,365,2474,3854,15600,Finished Payment"
"524,id_524,Product A,Male,Location 26,Region 3,22250,1/16/2016,4000,50,365,7500,11000,22250,Finished Payment"
"525,id_525,Product B,Male,Location 208,Region 6,16600,5/7/2014,2000,40,365,4600,5800,16600,Finished Payment"
"526,id_526,Product B,Male,Location 73,Region 4,16600,1/11/2015,2000,40,365,3401,4601,16600,Finished Payment"
"527,id_527,Product C,NotSpecified,Location 106,Region 6,15600,7/5/2012,1000,40,365,2200,3400,15600,Finished Payment"
"528,id_528,Product C,NotSpecified,Location 458,Region 8,15600,12/4/2012,1000,40,365,2550,3600,15600,Finished Payment"
"529,id_529,Product B,Female,Location 75,Region 3,16600,3/7/2014,2000,40,365,4220,6420,16600,Finished Payment"
"530,id_530,Product C,Female,Location 188,Region 6,15600,1/31/2013,1000,40,365,3880,4560,15600,Finished Payment"
"531,id_531,Product A,Male,Location 39,Region 6,22250,8/16/2015,4000,50,365,5500,7000,22250,Finished Payment"
"532,id_532,Product B,Male,Location 57,Region 6,16600,2/15/2014,2000,40,365,3180,6180,16600,Finished Payment"
"533,id_533,Product D,Male,Location 214,Region 15,20250,9/19/2013,2000,50,365,3350,4600,20250,Finished Payment"
"534,id_534,Product C,NotSpecified,Location 197,Region 5,15600,11/28/2012,1000,40,365,2200,3470,15600,Finished Payment"
"535,id_535,Product E,Male,Location 84,Region 3,54625,3/20/2016,9000,125,365,15001,17225,54625,Finished Payment"
"536,id_536,Product B,Male,Location 38,Region 3,16600,3/1/2015,2000,40,365,3381,4481,16600,Finished Payment"
"537,id_537,Product A,Female,Location 28,Region 7,22250,8/9/2015,4000,50,365,5900,7500,22250,Finished Payment"
"538,id_538,Product C,Male,Location 342,Region 9,15600,5/28/2012,1000,40,365,2200,3400,15600,Finished Payment"
"539,id_539,Product D,Female,Location 460,Region 8,20250,8/9/2013,2000,50,365,4251,6251,20250,"
"540,id_540,Product D,Male,Location 113,Region 3,20250,12/10/2013,2000,50,365,6400,7900,20250,Finished Payment"
"541,id_541,Product C,NotSpecified,Location 377,Region 6,15600,1/13/2013,1000,40,365,3020,5020,15600,Finished Payment"
"542,id_542,Product B,Female,Location 4,Region 4,16600,5/16/2015,2000,40,365,3401,4301,16600,Finished Payment"
"543,id_543,Product B,Male,Location 39,Region 6,16600,12/11/2014,2000,40,365,3500,4700,16600,"
"544,id_544,Product B,Male,Location 26,Region 3,16600,2/7/2014,2000,40,365,3401,4601,16600,Finished Payment"
"545,id_545,Product A,Male,Location 67,Region 1,22250,5/28/2015,4000,50,365,5500,7150,22250,Finished Payment"
"546,id_546,Product C,Male,Location 463,Region 1,15600,4/19/2013,1000,40,365,3400,3400,15600,Finished Payment"
"547,id_547,Product A,Male,Location 47,Region 7,22250,6/27/2015,4000,50,365,6300,8000,22250,Finished Payment"
"548,id_548,Product D,Male,Location 318,Region 2,20250,8/22/2013,2000,50,365,3750,5040,20250,Finished Payment"
"549,id_549,Product C,Male,Location 464,Region 6,15600,12/30/2012,1000,40,365,2200,3350,15600,Finished Payment"
"550,id_550,Product B,Male,Location 30,Region 2,16600,2/8/2015,2000,40,365,4481,5481,16600,Finished Payment"
"551,id_551,Product A,Female,Location 78,Region 4,22250,8/6/2015,4000,50,365,6500,11500,22250,Finished Payment"
"552,id_552,Product A,Male,Location 192,Region 6,22250,7/28/2015,4000,50,365,6100,7100,22250,Finished Payment"
"553,id_553,Product D,Female,Location 75,Region 3,20250,8/15/2013,2000,50,365,5501,7201,20250,Finished Payment"
"554,id_554,Product B,Male,Location 70,Region 7,16600,4/3/2015,2000,40,365,3701,5201,16600,Finished Payment"
"555,id_555,Product D,Male,Location 161,Region 3,20250,6/7/2013,2000,50,365,4400,5400,20250,Finished Payment"
"556,id_556,Product A,Male,Location 26,Region 3,22250,7/2/2015,4000,50,365,9400,9400,22250,Finished Payment"
"557,id_557,Product D,Male,Location 244,Region 17,20250,10/18/2013,2000,50,365,4501,7001,20250,Finished Payment"
"558,id_558,Product D,Male,Location 374,Region 2,20250,11/26/2013,2000,50,365,6251,7501,20250,Finished Payment"
"559,id_559,Product B,Male,Location 6,Region 1,16600,1/6/2015,2000,40,365,5480,9760,16600,Finished Payment"
"560,id_560,Product C,Male,Location 258,Region 1,15600,3/19/2013,1000,40,365,10660,10660,15600,Finished Payment"
"561,id_561,Product B,Male,Location 91,Region 6,16600,1/25/2015,2000,40,365,6900,7600,16600,Finished Payment"
"562,id_562,Product C,Male,Location 468,Region 6,15600,4/18/2013,1000,40,365,2400,3600,15600,Finished Payment"
"563,id_563,Product B,Male,Location 60,Region 3,16600,10/16/2014,2000,40,365,3400,4600,16600,Finished Payment"
"564,id_564,Product B,Female,Location 113,Region 3,16600,5/12/2014,2000,40,365,3501,4601,16600,Finished Payment"
"565,id_565,Product D,Male,Location 350,Region 6,20250,5/25/2013,2000,50,365,4001,5301,20250,Finished Payment"
"566,id_566,Product B,Male,Location 13,Region 6,16600,12/18/2014,2000,40,365,5201,6201,16600,Finished Payment"
"567,id_567,Product A,Male,Location 58,Region 6,22250,6/5/2015,4000,50,365,5453,6953,22250,Finished Payment"
"568,id_568,Product A,Male,Location 186,Region 14,22250,6/6/2016,4000,50,365,5100,6400,22250,Finished Payment"
"569,id_569,Product E,Female,Location 3,Region 3,54625,10/29/2015,9000,125,365,16751,16751,54625,Finished Payment"
"570,id_570,Product B,Female,Location 17,Region 3,16600,7/3/2014,2000,40,365,3121,4241,16600,Finished Payment"
"571,id_571,Product D,Female,Location 403,Region 1,,11/15/2013,2000,50,365,6331,8461,20250,Finished Payment"
"572,id_572,Product A,Male,Location 67,Region 1,22250,6/11/2015,4000,50,365,5750,6800,22250,Finished Payment"
"573,id_573,Product D,Male,Location 418,Region 2,20250,4/21/2013,2000,50,365,4401,5301,20250,Finished Payment"
"574,id_574,Product C,NotSpecified,Location 473,Region 6,15600,2/13/2013,1000,40,365,2500,3500,15600,Finished Payment"
"575,id_575,Product C,Female,Location 474,Region 2,15600,3/5/2013,1000,40,365,4600,7310,15600,Finished Payment"
"576,id_576,Product B,Male,Location 44,Region 1,16600,4/14/2014,2000,40,365,3400,4640,16600,Finished Payment"
"577,id_577,Product D,Female,Location 377,Region 6,20250,9/8/2013,2000,50,365,3750,5250,20250,Finished Payment"
"578,id_578,Product B,Female,Location 91,Region 6,16600,10/3/2014,2000,40,365,3121,4521,16600,Finished Payment"
"579,id_579,Product C,Female,Location 350,Region 6,15600,9/6/2012,1000,40,365,2470,3331,15600,Finished Payment"
"580,id_580,Product D,Male,Location 477,Region 6,20250,9/20/2013,2000,50,365,4250,7250,20250,Finished Payment"
"581,id_581,Product C,NotSpecified,Location 482,Region 6,15600,8/26/2012,1000,40,365,3500,5000,15600,Finished Payment"
"582,id_582,Product B,Female,Location 108,Region 6,16600,1/16/2015,2000,40,365,4601,5201,16600,Finished Payment"
"583,id_583,Product A,Male,Location 3,Region 3,22250,2/19/2016,4000,50,365,5400,7050,22250,"
"584,id_584,Product C,Male,Location 233,Region 1,15600,1/20/2013,1000,40,365,2500,4000,15600,Finished Payment"
"585,id_585,Product A,Female,Location 30,Region 2,22250,8/4/2015,4000,50,365,6450,8350,22250,Finished Payment"
"586,id_586,Product A,Male,Location 111,Region 6,22250,1/31/2016,4000,50,365,6250,7250,22250,Finished Payment"
"587,id_587,Product A,Female,Location 11,Region 3,19250,11/23/2015,1000,50,365,2050,3150,19250,Finished Payment"
"588,id_588,Product C,Male,Location 353,Region 6,15600,12/2/2012,1000,40,365,2540,3540,15600,Finished Payment"
"589,id_589,Product C,NotSpecified,Location 421,Region 6,15600,3/15/2012,1000,40,365,2400,3700,15600,Finished Payment"
"590,id_590,Product B,Female,Location 95,Region 6,16600,3/27/2015,2000,40,365,3341,4341,16600,Finished Payment"
"591,id_591,Product A,Female,Location 89,Region 6,19250,8/5/2015,1000,50,365,1250,2250,19250,Finished Payment"
"592,id_592,Product B,Female,Location 46,Region 2,16600,5/7/2014,2000,40,365,3161,4441,16600,Finished Payment"
"593,id_593,Product B,Female,Location 19,Region 2,16600,4/21/2015,2000,40,365,4200,4400,16600,Finished Payment"
"594,id_594,Product D,Male,Location 489,Region 6,20250,9/23/2013,2000,50,365,3750,5250,20250,Finished Payment"
"595,id_595,Product A,Male,Location 86,Region 6,22250,10/18/2015,4000,50,365,5500,7000,22250,Finished Payment"
"596,id_596,Product B,Female,Location 41,Region 1,16600,5/28/2014,2000,40,365,4601,4601,16600,Finished Payment"
"597,id_597,Product A,Female,Location 46,Region 2,19250,12/10/2015,1000,50,365,900,2150,19250,Finished Payment"
"598,id_598,Product C,NotSpecified,Location 353,Region 6,15600,11/30/2012,1000,40,365,2150,3410,15600,Finished Payment"
"599,id_599,Product B,Male,Location 62,Region 3,16600,8/21/2014,2000,40,365,4601,7001,16600,Finished Payment"
"600,id_600,Product A,Male,Location 21,Region 7,22250,12/17/2015,4000,50,365,6000,7500,22250,Finished Payment"
"601,id_601,Product D,Male,Location 34,Region 1,20250,4/16/2013,2000,50,365,3601,5101,20250,Finished Payment"
"602,id_602,Product D,Male,Location 27,Region 2,20250,12/23/2013,2000,50,365,8201,9801,20250,Finished Payment"
"603,id_603,Product B,Male,Location 8,Region 2,16600,4/30/2015,2000,40,365,4480,5320,16600,Finished Payment"
"604,id_604,Product A,Male,Location 60,Region 3,19250,1/13/2016,1000,50,365,750,2700,19250,Finished Payment"
"605,id_605,Product D,Male,Location 495,Region 12,20250,12/14/2013,2000,50,365,6501,8001,20250,Finished Payment"
"606,id_606,Product A,Male,Location 8,Region 2,20750,9/25/2015,2500,50,365,1950,3650,20750,Finished Payment"
"607,id_607,Product C,Female,Location 99,Region 3,15600,2/8/2013,1000,40,365,12500,12500,15600,Finished Payment"
"608,id_608,Product C,Male,Location 159,Region 3,15600,2/12/2013,1000,40,365,2320,3320,15600,Finished Payment"
"609,id_609,Product B,Female,Location 87,Region 6,16600,2/1/2014,2000,40,365,3400,4600,16600,Finished Payment"
"610,id_610,Product B,Male,Location 38,Region 3,16600,6/7/2014,2000,40,365,3321,4281,16600,Finished Payment"
"611,id_611,Product D,Female,Location 227,Region 1,20250,3/30/2013,2000,50,365,3501,5001,20250,Finished Payment"
"612,id_612,Product A,Male,Location 44,Region 1,22250,7/17/2015,4000,50,365,6450,7450,22250,Finished Payment"
"613,id_613,Product D,Female,Location 460,Region 8,20250,9/21/2013,2000,50,365,3521,4871,20250,Finished Payment"
"614,id_614,Product A,Female,Location 300,Region 14,19250,2/18/2016,1000,50,365,-750,250,19250,Finished Payment"
"615,id_615,Product C,NotSpecified,Location 503,Region 6,15600,8/2/2012,1000,40,365,2160,3500,15600,Finished Payment"
"616,id_616,Product B,Male,Location 26,Region 3,16600,5/20/2015,2000,40,365,3401,5851,16600,Finished Payment"
"617,id_617,Product A,Male,Location 25,Region 3,22250,8/27/2015,4000,50,365,10050,12050,22250,Finished Payment"
"618,id_618,Product B,Male,Location 8,Region 2,16600,1/4/2015,2000,40,365,3080,4300,16600,Finished Payment"
"619,id_619,Product A,Female,Location 46,Region 2,19250,2/11/2016,1000,50,365,750,2250,19250,Finished Payment"
"620,id_620,Product C,Female,Location 505,Region 7,15600,8/24/2012,1000,40,365,3400,3400,15600,Finished Payment"
"621,id_621,Product A,Male,Location 53,Region 6,,6/7/2015,4000,50,365,10500,15500,22250,Finished Payment"
"622,id_622,Product C,NotSpecified,Location 34,Region 1,15600,12/16/2012,1000,40,365,3900,3900,15600,Finished Payment"
"623,id_623,Product B,Male,Location 22,Region 6,16600,3/17/2014,2000,40,365,3401,4601,16600,Finished Payment"
"624,id_624,Product C,NotSpecified,Location 64,Region 6,15600,7/12/2012,1000,40,365,2500,3490,15600,Finished Payment"
"625,id_625,Product B,Female,Location 506,Region 18,16600,3/21/2014,2000,40,365,3401,4901,16600,Finished Payment"
"626,id_626,Product A,Male,Location 26,Region 3,22250,7/21/2015,4000,50,365,5450,7250,22250,Finished Payment"
"627,id_627,Product A,Male,Location 46,Region 2,22250,6/5/2016,4000,50,365,5750,7250,22250,Finished Payment"
"628,id_628,Product B,Male,Location 61,Region 2,16600,11/30/2014,2000,40,365,3600,4240,16600,Finished Payment"
"629,id_629,Product C,NotSpecified,Location 350,Region 6,15600,12/27/2012,1000,40,365,2200,3400,15600,Finished Payment"
"630,id_630,Product D,Male,Location 282,Region 3,20250,10/12/2013,2000,50,365,3750,5250,20250,Finished Payment"
"631,id_631,Product B,Male,Location 135,Region 1,16600,3/14/2015,2000,40,365,3601,4581,16600,Finished Payment"
"632,id_632,Product B,Male,Location 30,Region 2,16600,4/16/2015,2000,40,365,4621,4621,16600,Finished Payment"
"633,id_633,Product B,Female,Location 94,Region 6,16600,6/13/2014,2000,40,365,4601,4601,16600,"
"634,id_634,Product A,Female,Location 91,Region 6,22250,7/20/2015,4000,50,365,5500,7000,22250,Finished Payment"
"635,id_635,Product B,Male,Location 25,Region 3,16600,4/16/2015,2000,40,365,3481,5361,16600,Finished Payment"
"636,id_636,Product A,Male,Location 30,Region 2,19250,4/30/2016,1000,50,365,-1950,-350,19250,Finished Payment"
"637,id_637,Product B,Female,Location 94,Region 6,16600,4/13/2014,2000,40,365,3400,5400,16600,Finished Payment"
"638,id_638,Product B,Male,Location 88,Region 7,16600,3/23/2014,2000,40,365,3360,4560,16600,Finished Payment"
"639,id_639,Product C,NotSpecified,Location 218,Region 2,15600,10/5/2012,1000,40,365,1940,13440,15600,Finished Payment"
"640,id_640,Product C,NotSpecified,Location 59,Region 6,15600,9/27/2012,1000,40,365,2200,3800,15600,Finished Payment"
"641,id_641,Product B,Male,Location 61,Region 2,16600,1/9/2015,2000,40,365,3461,4261,16600,Finished Payment"
"642,id_642,Product B,Female,Location 73,Region 4,16600,1/30/2015,2000,40,365,4961,4961,16600,Finished Payment"
"643,id_643,Product D,Male,Location 352,Region 1,20250,4/22/2013,2000,50,365,3600,5600,20250,Finished Payment"
"644,id_644,Product D,Male,Location 510,Region 6,20250,8/15/2013,2000,50,365,8751,8751,20250,Finished Payment"
"645,id_645,Product D,Male,Location 210,Region 4,20250,8/24/2013,2000,50,365,3500,6500,20250,Finished Payment"
"646,id_646,Product B,Female,Location 188,Region 6,16600,4/29/2014,2000,40,365,4901,6401,16600,Finished Payment"
"647,id_647,Product D,Male,Location 511,Region 1,20250,5/3/2013,2000,50,365,4401,5601,20250,Finished Payment"
"648,id_648,Product B,Male,Location 512,Region 15,16600,2/26/2014,2000,40,365,3201,4441,16600,Finished Payment"
"649,id_649,Product D,Male,Location 323,Region 7,20250,6/20/2013,2000,50,365,3500,5100,20250,Finished Payment"
"650,id_650,Product B,Female,Location 8,Region 2,16600,6/28/2014,2000,40,365,3401,5201,16600,Finished Payment"
"651,id_651,Product B,Male,Location 3,Region 3,16600,3/30/2015,2000,40,365,3201,4321,16600,Finished Payment"
"652,id_652,Product C,Male,Location 515,Region 2,15600,3/14/2013,1000,40,365,2200,3330,15600,Finished Payment"
"653,id_653,Product B,Female,Location 48,Region 6,16600,1/19/2015,2000,40,365,3300,4280,16600,Finished Payment"
"654,id_654,Product D,Male,Location 27,Region 2,20250,12/7/2013,2000,50,365,8501,8501,20250,Finished Payment"
"655,id_655,Product B,Male,Location 10,Region 2,16600,11/24/2014,2000,40,365,3280,4520,16600,Finished Payment"
"656,id_656,Product B,Female,Location 113,Region 3,16600,2/15/2015,2000,40,365,3401,7401,16600,Finished Payment"
"657,id_657,Product A,Male,Location 67,Region 1,22250,7/26/2015,4000,50,365,7250,8750,22250,Finished Payment"
"658,id_658,Product D,Male,Location 34,Region 1,20250,4/11/2013,2000,50,365,3501,5001,20250,Finished Payment"
"659,id_659,Product B,Male,Location 73,Region 4,16600,4/7/2014,2000,40,365,3660,6760,16600,Finished Payment"
"660,id_660,Product B,Male,Location 46,Region 2,16600,3/27/2015,2000,40,365,3101,4296,16600,Finished Payment"
"661,id_661,Product B,Male,Location 44,Region 1,16600,6/2/2014,2000,40,365,4001,6401,16600,Finished Payment"
"662,id_662,Product D,Male,Location 25,Region 3,20250,8/29/2013,2000,50,365,3350,4950,20250,Finished Payment"
"663,id_663,Product B,Male,Location 79,Region 1,16600,8/28/2014,2000,40,365,4480,4480,16600,Finished Payment"
"664,id_664,Product C,NotSpecified,Location 200,Region 6,15600,11/8/2012,1000,40,365,2670,4350,15600,Finished Payment"
"665,id_665,Product A,Female,Location 192,Region 6,22250,8/20/2015,4000,50,365,9300,11500,22250,Finished Payment"
"666,id_666,Product C,NotSpecified,Location 226,Region 16,15600,7/23/2012,1000,40,365,2500,3580,15600,Finished Payment"
"667,id_667,Product C,NotSpecified,Location 464,Region 6,15600,12/30/2012,1000,40,365,3430,3430,15600,Finished Payment"
"668,id_668,Product A,Male,Location 149,Region 1,22250,11/24/2015,4000,50,365,6200,6750,22250,Finished Payment"
"669,id_669,Product B,Male,Location 208,Region 6,16600,5/10/2014,2000,40,365,4601,4601,16600,Finished Payment"
"670,id_670,Product C,Male,Location 384,Region 3,15600,12/17/2012,1000,40,365,2200,3360,15600,Finished Payment"
"671,id_671,Product B,Male,Location 29,Region 1,16600,4/22/2014,2000,40,365,4601,5101,16600,Finished Payment"
"672,id_672,Product B,Male,Location 111,Region 6,16600,8/8/2014,2000,40,365,3481,4681,16600,Finished Payment"
"673,id_673,Product B,Female,Location 25,Region 3,16600,12/22/2014,2000,40,365,3621,4801,16600,"
"674,id_674,Product B,Male,Location 45,Region 3,16600,3/18/2015,2000,40,365,3001,3441,16600,Finished Payment"
"675,id_675,Product B,Male,Location 108,Region 6,16600,3/19/2015,2000,40,365,3400,5200,16600,Finished Payment"
"676,id_676,Product D,Male,Location 259,Region 5,20250,6/1/2013,2000,50,365,4001,5001,20250,Finished Payment"
"677,id_677,Product C,Male,Location 218,Region 2,15600,9/5/2012,1000,40,365,2200,4600,15600,Finished Payment"
"678,id_678,Product B,Male,Location 69,Region 6,16600,9/9/2014,2000,40,365,4401,5601,16600,Finished Payment"
"679,id_679,Product B,Male,Location 32,Region 6,16600,11/22/2014,2000,40,365,7951,7951,16600,Finished Payment"
"680,id_680,Product C,NotSpecified,Location 160,Region 8,15600,5/25/2012,1000,40,365,2200,3435,15600,Finished Payment"
"681,id_681,Product A,Male,Location 70,Region 7,,4/27/2016,4000,50,365,5350,6850,22250,Finished Payment"
"682,id_682,Product A,Male,Location 4,Region 4,19250,8/10/2015,1000,50,365,800,1450,19250,Finished Payment"
"683,id_683,Product A,Male,Location 94,Region 6,22250,11/9/2015,4000,50,365,10000,10000,22250,Finished Payment"
"684,id_684,Product B,Male,Location 529,Region 12,16600,6/17/2014,2000,40,365,9201,9201,16600,Finished Payment"
"685,id_685,Product B,Male,Location 69,Region 6,16600,8/16/2014,2000,40,365,3401,4871,16600,Finished Payment"
"686,id_686,Product B,Male,Location 70,Region 7,16600,12/4/2014,2000,40,365,4601,4601,16600,Finished Payment"
"687,id_687,Product A,Female,Location 84,Region 3,22250,8/23/2015,4000,50,365,5500,7500,22250,Finished Payment"
"688,id_688,Product A,Male,Location 57,Region 6,22250,8/30/2015,4000,50,365,6500,7500,22250,Finished Payment"
"689,id_689,Product C,Female,Location 533,Region 6,15600,1/13/2013,1000,40,365,2200,3770,15600,Finished Payment"
"690,id_690,Product B,Male,Location 30,Region 2,16600,10/27/2014,2000,40,365,3120,4314,16600,Finished Payment"
"691,id_691,Product C,Female,Location 104,Region 7,15600,12/16/2012,1000,40,365,2200,3320,15600,Finished Payment"
"692,id_692,Product C,NotSpecified,Location 180,Region 4,15600,10/28/2012,1000,40,365,2880,3880,15600,Finished Payment"
"693,id_693,Product A,Male,Location 26,Region 3,22250,7/19/2015,4000,50,365,8960,12950,22250,Finished Payment"
"694,id_694,Product B,Male,Location 11,Region 3,16600,8/4/2014,2000,40,365,3441,4601,16600,Finished Payment"
"695,id_695,Product B,Female,Location 145,Region 4,16600,3/18/2014,2000,40,365,3400,4600,16600,Finished Payment"
"696,id_696,Product B,Female,Location 97,Region 5,16600,3/23/2014,2000,40,365,3441,4661,16600,Finished Payment"
"697,id_697,Product C,Male,Location 52,Region 6,15600,9/30/2012,1000,40,365,2200,3700,15600,Finished Payment"
"698,id_698,Product B,Female,Location 18,Region 7,16600,4/28/2014,2000,40,365,3400,4600,16600,Finished Payment"
"699,id_699,Product C,Female,Location 161,Region 3,15600,12/29/2012,1000,40,365,2080,3840,15600,Finished Payment"
"700,id_700,Product D,Male,Location 541,Region 3,20250,3/31/2013,2000,50,365,5000,6000,20250,Finished Payment"
"701,id_701,Product B,Female,Location 472,Region 2,16600,6/17/2014,2000,40,365,3120,4250,16600,Finished Payment"
"702,id_702,Product C,NotSpecified,Location 543,Region 1,15600,3/11/2013,1000,40,365,2000,3340,15600,Finished Payment"
"703,id_703,Product B,Male,Location 61,Region 2,16600,2/10/2015,2000,40,365,3401,5001,16600,Finished Payment"
"704,id_704,Product A,Male,Location 2,Region 2,22250,8/10/2015,4000,50,365,6950,7350,22250,Finished Payment"
"705,id_705,Product D,Male,Location 353,Region 6,20250,6/10/2013,2000,50,365,6001,8001,20250,Finished Payment"
"706,id_706,Product B,Female,Location 25,Region 3,16600,12/14/2014,2000,40,365,3401,5831,16600,Finished Payment"
"707,id_707,Product B,Male,Location 37,Region 4,16600,4/24/2015,2000,40,365,2881,3401,16600,Finished Payment"
"708,id_708,Product B,Female,Location 296,Region 6,16600,9/7/2014,2000,40,365,3401,4601,16600,Finished Payment"
"709,id_709,Product C,NotSpecified,Location 515,Region 2,15600,12/22/2012,1000,40,365,2680,3680,15600,Finished Payment"
"710,id_710,Product D,Male,Location 547,Region 2,20250,7/12/2013,2000,50,365,3601,4851,20250,Finished Payment"
"711,id_711,Product D,Male,Location 548,Region 10,20250,10/26/2013,2000,50,365,4301,5201,20250,Finished Payment"
"712,id_712,Product B,Male,Location 171,Region 5,16600,5/25/2014,2000,40,365,4041,5291,16600,Finished Payment"
"713,id_713,Product A,Male,Location 37,Region 4,22250,2/21/2016,4000,50,365,5750,7450,22250,Finished Payment"
"714,id_714,Product A,Female,Location 49,Region 6,22250,1/15/2016,4000,50,365,10500,10500,22250,Finished Payment"
"715,id_715,Product C,Male,Location 468,Region 6,15600,5/6/2013,1000,40,365,7740,7740,15600,Finished Payment"
"716,id_716,Product C,NotSpecified,Location 427,Region 5,15600,6/4/2012,1000,40,365,2480,3680,15600,Finished Payment"
"717,id_717,Product D,Male,Location 57,Region 6,20250,9/21/2013,2000,50,365,3751,5126,20250,Finished Payment"
"718,id_718,Product B,Female,Location 9,Region 6,16600,3/30/2015,2000,40,365,3681,4881,16600,Finished Payment"
"719,id_719,Product A,Male,Location 47,Region 7,22250,8/11/2015,4000,50,365,17650,18250,22250,Finished Payment"
"720,id_720,Product A,Male,Location 3,Region 3,22250,10/5/2015,4000,50,365,5700,7000,22250,Finished Payment"
"721,id_721,Product E,Male,Location 26,Region 3,54625,2/27/2016,9000,125,365,13001,16276,54625,Finished Payment"
"722,id_722,Product A,Male,Location 53,Region 6,22250,5/19/2015,4000,50,365,9500,18250,22250,Finished Payment"
"723,id_723,Product A,Female,Location 82,Region 7,20750,9/11/2015,2500,50,365,6750,6750,20750,Finished Payment"
"724,id_724,Product B,Female,Location 37,Region 4,16600,3/14/2014,2000,40,365,3291,4281,16600,Finished Payment"
"725,id_725,Product C,Female,Location 554,Region 6,15600,3/19/2012,1000,40,365,2520,3520,15600,Finished Payment"
"726,id_726,Product C,Male,Location 528,Region 5,15600,6/5/2012,1000,40,365,2400,3600,15600,Finished Payment"
"727,id_727,Product B,Male,Location 9,Region 6,16600,11/3/2014,2000,40,365,3081,4281,16600,Finished Payment"
"728,id_728,Product B,Male,Location 113,Region 3,16600,6/10/2014,2000,40,365,3400,4600,16600,Finished Payment"
"729,id_729,Product B,Male,Location 45,Region 3,16600,4/2/2015,2000,40,365,3200,4320,16600,Finished Payment"
"730,id_730,Product B,Male,Location 87,Region 6,16600,5/30/2014,2000,40,365,3401,4601,16600,Finished Payment"
"731,id_731,Product D,Male,Location 410,Region 2,,5/3/2013,2000,50,365,3851,5351,20250,Finished Payment"
"732,id_732,Product B,Male,Location 114,Region 6,16600,3/24/2015,2000,40,365,3400,4600,16600,Finished Payment"
"733,id_733,Product D,Male,Location 122,Region 5,20250,5/18/2013,2000,50,365,3851,5801,20250,Finished Payment"
"734,id_734,Product B,Male,Location 6,Region 1,16600,4/23/2015,2000,40,365,3200,4620,16600,Finished Payment"
"735,id_735,Product C,NotSpecified,Location 266,Region 6,15600,1/12/2013,1000,40,365,2200,3400,15600,Finished Payment"
"736,id_736,Product B,Male,Location 350,Region 6,16600,1/27/2014,2000,40,365,3300,4200,16600,Finished Payment"
"737,id_737,Product D,Female,Location 23,Region 4,20250,12/15/2013,2000,50,365,6450,7550,20250,Finished Payment"
"738,id_738,Product A,Male,Location 40,Region 6,22250,8/25/2015,4000,50,365,5600,7400,22250,Finished Payment"
"739,id_739,Product A,Female,Location 26,Region 3,22250,7/7/2015,4000,50,365,10000,10000,22250,Finished Payment"
"740,id_740,Product C,NotSpecified,Location 34,Region 1,15600,10/22/2012,1000,40,365,2360,3860,15600,Finished Payment"
"741,id_741,Product D,Male,Location 144,Region 1,20250,7/2/2013,2000,50,365,3500,5050,20250,Finished Payment"
"742,id_742,Product D,Male,Location 86,Region 6,20250,12/21/2013,2000,50,365,6451,7451,20250,Finished Payment"
"743,id_743,Product C,NotSpecified,Location 145,Region 4,15600,12/9/2012,1000,40,365,3500,3500,15600,Finished Payment"
"744,id_744,Product D,Male,Location 26,Region 3,20250,8/24/2013,2000,50,365,3751,5751,20250,Finished Payment"
"745,id_745,Product B,Male,Location 22,Region 6,16600,6/30/2014,2000,40,365,7901,7901,16600,Finished Payment"
"746,id_746,Product C,Female,Location 315,Region 6,15600,2/9/2013,1000,40,365,2400,3900,15600,Finished Payment"
"747,id_747,Product A,Female,Location 45,Region 3,22250,6/14/2015,4000,50,365,5750,7000,22250,Finished Payment"
"748,id_748,Product A,Female,Location 19,Region 2,20750,9/20/2015,2500,50,365,3250,4250,20750,Finished Payment"
"749,id_749,Product D,Male,Location 128,Region 1,20250,7/8/2013,2000,50,365,4000,5000,20250,Finished Payment"
